,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
216,,unknown,employee,manufacturing,4,chemical,"At 11:00 a.m. on April 22, 2017, an employee was cleaning a wheel rack, when one of the wheels fell and struck a bucket that contained a cleaning chemical. The chemical splashed from its container and contacted one of the employee's elbows and ankles. He sustained chemical burns to the contacted areas and was hospitalized for treatment. "
217,,unknown,employee,manufacturing,4,misuse,"At 8:00 p.m. on April 22, 2017, an employee was moving a 3 inch pressurized hose that did not have a bleed off valve to reduce pressure. The employee disconnected the hose and was splashed with hot liquid.  The employee suffered first and second degree burns to their arms and abdomen. "
218,,unknown,employee,manufacturing,5,slip,"At 8:30 p.m. on April 22, 2017, an employee was preparing the deck on a car carrier to load a vehicle.  The employee stepped from one wheel rack to the other side on the center crossover and his left foot slipped, causing the employee to fall backward onto the bottom deck.  The employee suffered a puncture wound to his right shoulder, an abrasion to his right knee, a contusion and blood clotting in his lung, a fracture to five right ribs, and two fractures to his spine. "
219,,unknown,employee,construction,3,jammed,"At 4:00 p.m. on April 22, 2017, an employee was opening a perimeter gate of a property to allow a contract landscape company to enter the premises. The gate consisted of metal construction, was black in color, and was controlled manually through pulling or pushing motions. As the employee pulled the gate with his right hand and walking towards its latch,  it became jammed at the half-way point. He pushed the gate back a little and hen advanced it forward again, which knocked the employee off balance. His right foot become trapped between the bottom of the gate and the pavement, resulting in the employee sustaining a laceration on his posterior right ankle, which he was hospitalized and received treatment. "
220,,unknown,employee,manufacturing,5,unknown,"At 1:15 p.m. on April 22, 2017, an employee was assisting his supervisor to clean and replace spray nozzles on a mist tank. During work, the supervisor left the space to retrieve tools and returned to find the employee's hair entangled in the spray nozzle rollers and his scalp removed from the eyebrows back towards his ears. The employee was hospitalized and received treatment for his injury. "
221,,yes,employee,manufacturing,3,misstep,"At 1:00 p.m. on April 22, 2017, an employee was working from an elevated platform to fill a nurse tank. With one foot on a fold down platform and another foot on the running gear step that held the nurse tanks, the employee connected a hose near the top of the tank. As the employee stepped backwards, he contacted the counter weight of the platform riser and his right leg went through the opening of the running gear (step). His leg an ankle sustained a contusion on its lower portion and knee, which he was hospitalized and received treatment. "
222,,yes,company,manufacturing,1,equipmentfail,"At 12:48 p.m. on April 21, 2017, an employee was riding a belt man-lift, up out of the basement on the A-side of a grain elevator.  The employee fell from man-lift striking the concrete floor below. He was killed from facial lacerations and head trauma. "
223,,no,employee,manufacturing,5,misuse,"At 12:00 p.m. on April 21, 2017, an employee was using a tube cutter to cut a piece of silicone tubing. As the employee measured the tubing, she inadvertently depressed the machine's foot pedal, activating the machine. Her right index finger was contacted by the blade, amputating her fingertip. "
224,,unknown,employee,manufacturing,5,misuse,"At 11:00 a.m. on April 21, 2017, Employees #1 and #2, both service technicians, were troubleshooting the malfunction of an overhead door. With the door in the open position, the employees depressed the door's contact button and it become stuck. This caused the door to close slowly, moving along its rails. The employees noticed that there was a scissor lift, elevated to a height of approximately 14 feet, in the path of the closing door. As the employees simultaneously tried free the stuck contact button and lower the scissor lift. However, their efforts failed and the door struck the scissor lift, which fell to the ground. Both employees were knocked to the ground. Employee #1 sustained a fractured wrist, while Employee #2 knocked out his front teeth when his face struck the scissor lift's railing. Both employees were hospitalized and received treatment for their injuries. "
225,,yes,employee,manufacturing,5,humanerror,"At 10:00 a.m. on April 21, 2017, an employee was operating a KS cake dryer when a jam occurred. As the employee opened the machine's panel door, located at the dryer discharge, with the machine still running, he used a pair of pliers to clear the jam. However, the employee's left index finger became caught between the pliers and the machine blades, resulting in its tip being amputated. "
226,,unknown,employee,manufacturing,5,kickback,"At 9:45 a.m. on April 21, 2017, an employee was using a table saw to cut pieces of metal. As he cut a portion of the metal, the saw kicked back, sending the metal back towards the employee's right hand. The employee sustained partial amputations of his right index finger and thumb. "
227,,unknown,employee,construction,2,misuse,"At 9:15 a.m. on April 21, 2017, an employee was working from a forklift man basket to replace worn portions of siding on a tower surface. During work, the basket tipped over and resulted in the employee falling 30 feet. The employee sustained fractures to his leg and ankle on his right side, as well as to his left arm, which he was hospitalized and received treatment. "
228,,yes,employee,manufacturing,5,humanerror,"At 9:30 a.m. on April 21, 2017, an employee was manually moving a piece of a tail stretcher machine to its designated location on a rail, when he observed an air hose blocking his path. As the employee reached down with his left hand to move the hose, he inadvertently made contact with the machines roller and rail.  As a result, the tip of his left ring finger was amputated. "
